AddressID,Address,BatchID
79,"336 Main Street, Hackensack, NJ, 07601",2
80,"343 Park Street, Hackensack, NJ, 07601",2
81,"35 Pangborn Place, Hackensack, NJ, 07601",2
82,"355 West Pleasantview Avenue , Hackensack, NJ, 07601",2
83,"360 Union Street, Hackensack, NJ, 07601",2
84,"38 Moonachie Road, Hackensack, NJ, 07601",2
85,"39 Union Street, Hackensack, NJ, 07601",2
86,"395 South River Street, Hackensack, NJ, 07601",2
87,"4 Camden Street, Hackensack, NJ, 07601",2
88,"400 Central Avenue, Hackensack, NJ, 07601",2
89,"400 Hackensack Avenue, Hackensack, NJ, 07601",2
90,"410 Simons Avenue, Hackensack, NJ, 07601",2
91,"411 Simons Avenue, Hackensack, NJ, 07601",2
92,"414 Hackensack Avenue, Hackensack, NJ, 07601",2
93,"43 Maple Avenue, Hackensack, NJ, 07601",2
94,"430 Washington Avenue, Hackensack, NJ, 07601",2
95,"441 Passaic Street, Hackensack, NJ, 07601",2
96,"443 Hudson Street, Hackensack, NJ, 07601",2
97,"45 Essex Street, Hackensack, NJ, 07601",2
98,"45 Linden Street, Hackensack, NJ, 07601",2
99,"450 Hackensack Avenue, Hackensack, NJ, 07601",2
100,"453 Sutton Avenue, Hackensack, NJ, 07601",3
101,"46 Newman Street, Hackensack, NJ, 07601",3
102,"461 Passaic Street, Hackensack, NJ, 07601",3
103,"469 Passaic Street, Hackensack, NJ, 07601",3
104,"472 Passaic Street, Hackensack, NJ, 07601",3
105,"5 Pangborn Place, Hackensack, NJ, 07601",3
106,"50 Main Street, Hackensack, NJ, 07601",3
107,"500 South River Street, Hackensack, NJ, 07601",3
108,"505 South River Street, Hackensack, NJ, 07601",3
109,"520 River Street, Hackensack, NJ, 07601",3
110,"530 West Lookout Avenue, Hackensack, NJ, 07601",3
111,"535 Hudson Street, Hackensack, NJ, 07601",3
112,"540 Main Street, Hackensack, NJ, 07601",3
113,"55 Clinton Place, Hackensack, NJ, 07601",3
114,"55 Midtown Bridge Approach, Hackensack, NJ, 07601",3
115,"56 Pink Street, Hackensack, NJ, 07601",3
116,"6-8 Prospect Avenue, Hackensack, NJ, 07601",3
117,"60 Kansas Street, Hackensack, NJ, 07601",3
118,"630 Main Street, Hackensack, NJ, 07601",3
119,"64 Prospect Avenue, Hackensack, NJ, 07601",3
120,"65 Court Street, Hackensack, NJ, 07601",3
121,"70 Cedar Avenue, Hackensack, NJ, 07601",3
122,"75 Atlantic Street, Hackensack, NJ, 07601",3
123,"75 Fair Street, Hackensack, NJ, 07601",3
124,"77 Prospect Avenue, Hackensack, NJ, 07601",3
125,"79 Lodi Street, Hackensack, NJ, 07601",3
126,"80 South River Street, Hackensack, NJ, 07601",3
127,"81 Euclid Avenue, Hackensack, NJ, 07601",3
128,"87 Troast Street, Hackensack, NJ, 07601",3
129,"90 Hackensack Avenue, Hackensack, NJ, 07601",3
130,"90 Prospect Avenue, Hackensack, NJ, 07601",3
131,"90 Railroad Avenue, Hackensack, NJ, 07601",3
132,"95 Tracy Place, Hackensack, NJ, 07601",3
133,"Central Avenue  Second Street, Hackensack, NJ, 07601",3
134,"Charles Street  , Hackensack, NJ, 07601",3
135,"East Pleasantview Avenue  Kipp Street, Hackensack, NJ, 07601",3
136,"Gamewell Street  South Park Street, Hackensack, NJ, 07601",3
137,"Hudson Street  Liberty Street, Hackensack, NJ, 07601",3
138,"Hudson Street  Moonachie Road, Hackensack, NJ, 07601",3
139,"Old Hoboken Road  Blauvelt Place, Hackensack, NJ, 07601",3
140,"Park Street  , Hackensack, NJ, 07601",3
141,"Park Street  Passaic Street, Hackensack, NJ, 07601",3
142,"Second Street  American Legion Drive, Hackensack, NJ, 07601",3
143,"South Railroad Avenue  Atlantic Street, Hackensack, NJ, 07601",3
